 time,CH1 ,CH2 ,CH3 ,CH4 ,CH5 ,CH6 ,CH7 ,CH8 ,CNT ,Freq  ,Latency ,Urevent  
 24-11-06 22:38:08.491,-466091,-832703,-916671,-579652,-726512,-630409,-668004,-753817,65599,0,62205,34
 24-11-06 22:38:08.493,-465895,-832836,-916852,-579871,-726586,-630331,-668279,-753963,65600,0,62205,34
 24-11-06 22:38:08.493,-465959,-833039,-917090,-580155,-726920,-630601,-668704,-754293,65601,0,62205,34
 24-11-06 22:38:08.494,-466236,-833239,-917444,-580453,-727300,-631025,-669261,-754711,65602,0,62205,34
 24-11-06 22:38:08.495,-466272,-833524,-917887,-580712,-727507,-631146,-669914,-755034,65603,0,62205,34
 24-11-06 22:38:08.496,-466258,-833871,-918274,-581029,-727716,-631203,-670454,-755217,65604,0,62205,34
 24-11-06 22:38:08.498,-466286,-834519,-918711,-581259,-727877,-631207,-671076,-755291,65605,0,62205,34
 24-11-06 22:38:08.498,-466219,-834632,-918862,-581318,-727635,-631109,-671185,-755353,65606,0,62205,34
 24-11-06 22:38:08.499,-466007,-834143,-918549,-581237,-727346,-630867,-670862,-755246,65607,0,62205,34
 24-11-06 22:38:08.501,-466017,-834156,-918531,-581369,-727661,-630860,-671064,-755352,65608,0,62205,34
 24-11-06 22:38:08.501,-465976,-834230,-918489,-581279,-727517,-630572,-670974,-755261,65609,0,62205,34
 24-11-06 22:38:08.504,-465894,-834059,-918301,-581050,-727296,-630453,-670466,-754984,65610,0,62205,34
 24-11-06 22:38:08.504,-466061,-833982,-918218,-580956,-727473,-630802,-670230,-754845,65611,0,62205,34
 24-11-06 22:38:08.504,-466349,-833945,-918093,-580865,-727678,-631327,-669995,-754788,65612,0,62205,34
 24-11-06 22:38:08.510,-466351,-833727,-917722,-580509,-727347,-631212,-669334,-754514,65613,0,62205,34
 24-11-06 22:38:08.510,-466264,-833461,-917350,-580085,-727051,-630966,-668746,-754212,65614,0,62205,34
 24-11-06 22:38:08.510,-466235,-833336,-917097,-579827,-726844,-630776,-668401,-754069,65615,0,62205,34
 24-11-06 22:38:08.510,-466116,-833194,-916753,-579572,-726461,-630461,-667866,-753818,65616,0,62205,34
 24-11-06 22:38:08.510,-465964,-832966,-916554,-579401,-726214,-630295,-667512,-753546,65617,0,62205,34
 24-11-06 22:38:08.510,-465959,-832874,-916556,-579471,-726323,-630414,-667651,-753550,65618,0,62205,34
 24-11-06 22:38:08.511,-465985,-832906,-916676,-579694,-726619,-630594,-667899,-753721,65619,0,62205,34
 24-11-06 22:38:08.511,-465859,-832949,-916775,-579932,-726809,-630622,-668066,-753874,65620,0,62205,34
 24-11-06 22:38:08.513,-465824,-833057,-916925,-580172,-726986,-630752,-668117,-753998,65621,0,62205,34
 24-11-06 22:38:08.514,-465943,-833007,-917023,-580284,-727016,-630799,-668061,-754156,65622,0,62205,34
 24-11-06 22:38:08.514,-466114,-832943,-917193,-580531,-727317,-631069,-668529,-754584,65623,0,62205,34
 24-11-06 22:38:08.517,-466169,-833149,-917527,-580785,-727487,-631109,-669281,-754867,65624,0,62205,34
 24-11-06 22:38:08.517,-466152,-833457,-917849,-580977,-727560,-630979,-670022,-754982,65625,0,62205,34
 24-11-06 22:38:08.518,-466236,-833490,-917996,-581029,-727479,-630852,-670396,-755181,65626,0,62205,34
 24-11-06 22:38:08.519,-466324,-833693,-918155,-581122,-727571,-630877,-670861,-755310,65627,0,62205,34
 24-11-06 22:38:08.520,-466257,-834151,-918524,-581304,-728080,-631024,-671606,-755410,65628,0,62205,34
 24-11-06 22:38:08.522,-466049,-834158,-918389,-581156,-727903,-630843,-671251,-755243,65629,0,62205,34
 24-11-06 22:38:08.522,-465741,-833788,-917994,-580732,-727329,-630458,-670374,-754816,65630,0,62205,34
 24-11-06 22:38:08.523,-465809,-833656,-917836,-580548,-727299,-630597,-670052,-754689,65631,0,62205,34
 24-11-06 22:38:08.525,-466079,-833564,-917686,-580402,-727349,-630842,-669747,-754704,65632,0,62205,34
 24-11-06 22:38:08.525,-466642,-833380,-917426,-580286,-727612,-631603,-669359,-754754,65633,0,62205,34
 24-11-06 22:38:08.525,-466749,-833192,-917122,-580104,-727511,-631702,-668948,-754524,65634,0,62205,34
 24-11-06 22:38:08.527,-466518,-832979,-916842,-579748,-727192,-631298,-668412,-754029,65635,0,62205,34
 24-11-06 22:38:08.528,-466457,-832847,-916714,-579569,-727040,-631153,-668155,-753872,65636,0,62205,34
 24-11-06 22:38:08.529,-466428,-832704,-916542,-579526,-726870,-630977,-667938,-753874,65637,0,62205,34
 24-11-06 22:38:08.530,-466395,-832627,-916434,-579524,-726704,-630845,-667896,-753836,65638,0,62205,34
 24-11-06 22:38:08.530,-466328,-832646,-916527,-579495,-726564,-630707,-667984,-753834,65639,0,62205,34
 24-11-06 22:38:08.532,-466393,-832774,-916866,-579681,-726870,-630884,-668518,-754056,65640,0,62205,34
 24-11-06 22:38:08.533,-466531,-833024,-917191,-579919,-727162,-631206,-669095,-754338,65641,0,62205,34
 24-11-06 22:38:08.533,-466650,-833209,-917431,-580176,-727447,-631358,-669502,-754648,65642,0,62205,34
 24-11-06 22:38:08.534,-466667,-833369,-917606,-580451,-727742,-631310,-669973,-754980,65643,0,62205,34
 24-11-06 22:38:08.535,-466604,-833534,-917834,-580704,-727942,-631397,-670305,-755194,65644,0,62205,34
 24-11-06 22:38:08.537,-466432,-833577,-917939,-580803,-727711,-631284,-670278,-755239,65645,0,62205,34
 24-11-06 22:38:08.537,-466354,-833522,-917877,-580859,-727469,-631012,-670190,-755203,65646,0,62205,34
 24-11-06 22:38:08.542,-466441,-833360,-917756,-580885,-727412,-631067,-669927,-755201,65647,0,62205,34
 24-11-06 22:38:08.542,-466623,-833300,-917754,-580890,-727476,-631195,-669721,-755179,65648,0,62205,34
 24-11-06 22:38:08.542,-466542,-833312,-917796,-580916,-727656,-631215,-669721,-755107,65649,0,62205,34
 24-11-06 22:38:08.542,-466362,-833265,-917661,-580743,-727382,-631074,-669409,-754897,65650,0,62205,34
 24-11-06 22:38:08.543,-466047,-832991,-917325,-580391,-726804,-630587,-668811,-754546,65651,0,62205,34
 24-11-06 22:38:08.544,-465951,-832803,-917083,-580126,-726662,-630501,-668552,-754279,65652,0,62205,34
 24-11-06 22:38:08.545,-466285,-832774,-917059,-580012,-727109,-631109,-668805,-754274,65653,0,62205,34
 24-11-06 22:38:08.545,-466469,-832682,-916912,-579949,-727206,-631311,-668796,-754170,65654,0,62205,34
 24-11-06 22:38:08.546,-466246,-832676,-916694,-579703,-727016,-630978,-668598,-753889,65655,0,62205,34
 24-11-06 22:38:08.548,-466217,-832758,-916625,-579586,-727057,-630898,-668602,-753676,65656,0,62205,34
 24-11-06 22:38:08.548,-466119,-832811,-916634,-579576,-726898,-630749,-668464,-753536,65657,0,62205,34
 24-11-06 22:38:08.549,-465993,-832717,-916533,-579414,-726652,-630558,-668160,-753487,65658,0,62205,34
 24-11-06 22:38:08.550,-465994,-832501,-916493,-579422,-726557,-630516,-667960,-753606,65659,0,62205,34
 24-11-06 22:38:08.552,-466017,-832529,-916726,-579591,-726608,-630537,-668154,-753787,65660,0,62205,34
 24-11-06 22:38:08.553,-466050,-832692,-917024,-579807,-726763,-630591,-668612,-754024,65661,0,62205,34
 24-11-06 22:38:08.554,-465987,-832856,-917181,-580031,-726877,-630595,-668917,-754271,65662,0,62205,34
 24-11-06 22:38:08.554,-465967,-833086,-917450,-580303,-727217,-630807,-669288,-754529,65663,0,62205,34
 24-11-06 22:38:08.556,-466056,-833328,-917849,-580689,-727609,-631177,-669867,-754914,65664,0,62205,34
 24-11-06 22:38:08.556,-466101,-833366,-918043,-580919,-727727,-631293,-670321,-755142,65665,0,62205,34
 24-11-06 22:38:08.557,-466157,-833276,-918006,-581069,-727641,-631174,-670304,-755342,65666,0,62205,34
 24-11-06 22:38:08.558,-466186,-833158,-917899,-581028,-727435,-631050,-670032,-755392,65667,0,62205,34
 24-11-06 22:38:08.559,-466228,-833336,-917964,-580967,-727363,-630991,-670076,-755369,65668,0,62205,34
 24-11-06 22:38:08.562,-466177,-833346,-917907,-580810,-727123,-630766,-669938,-755244,65669,1,65669,35
 24-11-06 22:38:08.562,-466074,-833150,-917744,-580576,-726976,-630579,-669790,-754930,65670,1,65669,35
 24-11-06 22:38:08.563,-466041,-833280,-917838,-580486,-727091,-630629,-669977,-754747,65671,1,65669,35
 24-11-06 22:38:08.565,-466042,-833286,-917821,-580432,-727446,-631007,-669817,-754716,65672,1,65669,35
 24-11-06 22:38:08.565,-466129,-833066,-917479,-580268,-727646,-631157,-669048,-754601,65673,1,65669,35
 24-11-06 22:38:08.566,-466216,-832898,-917014,-579945,-727455,-631111,-668324,-754308,65674,1,65669,35
 24-11-06 22:38:08.572,-466247,-832783,-916766,-579791,-727468,-631232,-668107,-754019,65675,1,65669,35
 24-11-06 22:38:08.573,-466083,-832517,-916547,-579514,-727114,-630976,-667609,-753710,65676,1,65669,35
 24-11-06 22:38:08.573,-465969,-832579,-916451,-579439,-726831,-630661,-667522,-753538,65677,1,65669,35
 24-11-06 22:38:08.573,-466022,-832946,-916610,-579549,-726858,-630630,-668132,-753592,65678,1,65669,35
 24-11-06 22:38:08.573,-466011,-832651,-916681,-579661,-726823,-630534,-668505,-753689,65679,1,65669,35
 24-11-06 22:38:08.573,-465959,-832672,-916940,-579864,-727032,-630603,-669135,-753890,65680,1,65669,35
 24-11-06 22:38:08.573,-465972,-832851,-917226,-580069,-727116,-630666,-669376,-754251,65681,1,65669,35
 24-11-06 22:38:08.574,-465935,-832894,-917389,-580201,-727172,-630671,-669362,-754467,65682,1,65669,35
 24-11-06 22:38:08.575,-465933,-832997,-917565,-580403,-727364,-630737,-669501,-754709,65683,1,65669,35
 24-11-06 22:38:08.576,-466136,-833269,-917921,-580813,-727778,-631124,-670111,-755097,65684,1,65669,35
 24-11-06 22:38:08.577,-466243,-833420,-918041,-581035,-727866,-631262,-670421,-755242,65685,1,65669,35
 24-11-06 22:38:08.578,-466271,-833466,-918098,-581119,-727836,-631329,-670442,-755381,65686,1,65669,35
 24-11-06 22:38:08.579,-466379,-833486,-918117,-581137,-727911,-631514,-670457,-755526,65687,1,65669,35
 24-11-06 22:38:08.580,-466619,-833518,-918127,-581246,-728153,-631646,-670613,-755669,65688,1,65669,35
 24-11-06 22:38:08.581,-466511,-833466,-917975,-581209,-728219,-631482,-670566,-755660,65689,1,65669,35
 24-11-06 22:38:08.582,-466206,-833264,-917602,-580881,-727734,-631070,-669894,-755239,65690,1,65669,35
 24-11-06 22:38:08.583,-465974,-832986,-917272,-580574,-727252,-630789,-669224,-754824,65691,1,65669,35
 24-11-06 22:38:08.584,-465976,-832715,-917003,-580379,-726977,-630818,-668721,-754601,65692,1,65669,35
 24-11-06 22:38:08.586,-466011,-832545,-916826,-579987,-726637,-630647,-668256,-754291,65693,1,65669,35
 24-11-06 22:38:08.586,-466112,-832415,-916599,-579677,-726487,-630494,-667932,-754046,65694,1,65669,35
 24-11-06 22:38:08.587,-466282,-832452,-916564,-579634,-726639,-630614,-668019,-754015,65695,1,65669,35
 24-11-06 22:38:08.588,-466259,-832410,-916419,-579554,-726504,-630356,-667894,-753917,65696,1,65669,35
 24-11-06 22:38:08.589,-466412,-832404,-916354,-579645,-726525,-630225,-667879,-753931,65697,1,65669,35
 24-11-06 22:38:08.590,-466366,-832650,-916409,-579710,-726502,-630145,-667859,-753876,65698,1,65669,35
 24-11-06 22:38:08.591,-466122,-832742,-916547,-579784,-726554,-630107,-667861,-753864,65699,1,65669,35
 24-11-06 22:38:08.592,-465973,-832655,-916590,-579916,-726574,-630087,-667916,-753940,65700,1,65669,35
 24-11-06 22:38:08.594,-465895,-832791,-916617,-580026,-726604,-630062,-668167,-754006,65701,1,65669,35
 24-11-06 22:38:08.594,-466022,-832974,-916936,-580285,-726993,-630514,-668746,-754266,65702,1,65669,35
 24-11-06 22:38:08.601,-466351,-833156,-917385,-580676,-727564,-631204,-669382,-754808,65703,1,65669,35
 24-11-06 22:38:08.601,-466522,-833397,-917789,-581058,-727932,-631565,-669883,-755263,65704,1,65669,35
 24-11-06 22:38:08.602,-466608,-833541,-917907,-581191,-727982,-631686,-669907,-755531,65705,1,65669,35
 24-11-06 22:38:08.602,-466655,-833719,-918096,-581371,-728181,-631791,-670207,-755723,65706,1,65669,35
 24-11-06 22:38:08.602,-466638,-833806,-918167,-581421,-728257,-631749,-670455,-755693,65707,1,65669,35
 24-11-06 22:38:08.602,-466585,-833752,-918140,-581419,-728316,-631715,-670522,-755678,65708,1,65669,35
 24-11-06 22:38:08.602,-466536,-833892,-918219,-581410,-728505,-631764,-670815,-755656,65709,1,65669,35
 24-11-06 22:38:08.602,-466487,-833767,-918014,-581075,-728207,-631601,-670399,-755437,65710,0,65710,36
 24-11-06 22:38:08.603,-466486,-833429,-917589,-580729,-727817,-631427,-669705,-755117,65711,0,65710,36
 24-11-06 22:38:08.604,-466322,-833044,-917221,-580346,-727414,-631125,-669109,-754771,65712,0,65710,36
 24-11-06 22:38:08.605,-466070,-832786,-916839,-579965,-727020,-630770,-668570,-754302,65713,0,65710,36
 24-11-06 22:38:08.606,-465802,-832642,-916591,-579644,-726799,-630387,-668230,-753807,65714,0,65710,36
 24-11-06 22:38:08.607,-465775,-832628,-916511,-579603,-726824,-630319,-668182,-753614,65715,0,65710,36
 24-11-06 22:38:08.608,-466010,-832502,-916386,-579469,-726737,-630529,-667930,-753576,65716,0,65710,36
 24-11-06 22:38:08.610,-466177,-832437,-916236,-579316,-726652,-630689,-667708,-753600,65717,0,65710,36
 24-11-06 22:38:08.610,-466209,-832427,-916210,-579277,-726593,-630677,-667665,-753662,65718,0,65710,36
 24-11-06 22:38:08.611,-466181,-832436,-916217,-579342,-726597,-630624,-667771,-753686,65719,0,65710,36
 24-11-06 22:38:08.612,-466102,-832585,-916369,-579536,-726708,-630669,-668017,-753771,65720,0,65710,36
 24-11-06 22:38:08.613,-465969,-832868,-916599,-579732,-726781,-630764,-668314,-753799,65721,0,65710,36
 24-11-06 22:38:08.613,-465903,-833421,-916916,-580022,-727159,-630991,-668867,-754004,65722,0,65710,36
 24-11-06 22:38:08.615,-465956,-833551,-917099,-580286,-727384,-630984,-669306,-754349,65723,0,65710,36
 24-11-06 22:38:08.616,-465930,-833134,-917118,-580366,-727315,-630814,-669369,-754614,65724,0,65710,36
 24-11-06 22:38:08.617,-465929,-833103,-917151,-580426,-727339,-630735,-669536,-754784,65725,0,65710,36
 24-11-06 22:38:08.618,-465916,-833242,-917297,-580574,-727389,-630691,-669764,-754833,65726,0,65710,36
 24-11-06 22:38:08.618,-465830,-833381,-917359,-580567,-727299,-630574,-669690,-754722,65727,0,65710,36
 24-11-06 22:38:08.620,-465753,-833399,-917281,-580485,-727061,-630381,-669416,-754579,65728,0,65710,36
 24-11-06 22:38:08.621,-465772,-833319,-917149,-580371,-726979,-630363,-669172,-754492,65729,0,65710,36
 24-11-06 22:38:08.621,-466003,-833232,-917076,-580303,-727167,-630772,-669126,-754526,65730,0,65710,36
 24-11-06 22:38:08.623,-466166,-833194,-917055,-580234,-727254,-630940,-669117,-754542,65731,0,65710,36
 24-11-06 22:38:08.623,-466115,-833008,-916847,-580054,-727031,-630693,-668719,-754321,65732,0,65710,36
 24-11-06 22:38:08.626,-466097,-832729,-916497,-579838,-726701,-630510,-668116,-754014,65733,0,65710,36
 24-11-06 22:38:08.626,-466165,-832599,-916257,-579656,-726606,-630626,-667807,-753913,65734,0,65710,36
 24-11-06 22:38:08.627,-466019,-832582,-916109,-579395,-726259,-630342,-667387,-753687,65735,0,65710,36
 24-11-06 22:38:08.629,-465835,-832287,-915790,-579054,-725769,-629945,-666662,-753323,65736,0,65710,36
 24-11-06 22:38:08.629,-465946,-832067,-915741,-579068,-725874,-630106,-666526,-753261,65737,0,65710,36
 24-11-06 22:38:08.636,-466171,-832146,-915964,-579364,-726407,-630605,-666951,-753514,65738,0,65710,36
 24-11-06 22:38:08.636,-466018,-832338,-916209,-579541,-726657,-630537,-667578,-753575,65739,0,65710,36
 24-11-06 22:38:08.636,-465809,-832631,-916506,-579670,-726775,-630352,-668276,-753717,65740,0,65710,36
 24-11-06 22:38:08.636,-465776,-832732,-916673,-579771,-726731,-630372,-668321,-753883,65741,0,65710,36
 24-11-06 22:38:08.636,-465856,-832845,-916897,-579954,-726801,-630401,-668541,-754045,65742,0,65710,36
 24-11-06 22:38:08.636,-465830,-832766,-916897,-580114,-726544,-630012,-668478,-754229,65743,0,65710,36
 24-11-06 22:38:08.637,-465926,-832881,-917091,-580421,-726864,-630299,-668817,-754599,65744,0,65710,36
 24-11-06 22:38:08.637,-466036,-833087,-917424,-580733,-727366,-630854,-669285,-754996,65745,0,65710,36
 24-11-06 22:38:08.638,-466083,-833272,-917680,-580999,-727772,-631316,-669616,-755260,65746,0,65710,36
 24-11-06 22:38:08.639,-465941,-833445,-917794,-581039,-727807,-631303,-669907,-755226,65747,0,65710,36
 24-11-06 22:38:08.640,-465957,-833658,-917929,-581060,-727859,-631196,-670279,-755322,65748,0,65710,36
 24-11-06 22:38:08.642,-465992,-833756,-917935,-580996,-727806,-631041,-670273,-755237,65749,0,65710,36
 24-11-06 22:38:08.642,-465969,-833795,-917858,-580826,-727734,-630949,-670186,-755031,65750,0,65710,36
 24-11-06 22:38:08.643,-466006,-833746,-917666,-580668,-727611,-630893,-669837,-754916,65751,0,65710,36
 24-11-06 22:38:08.645,-466079,-833571,-917408,-580549,-727362,-630831,-669436,-754781,65752,0,65710,36
 24-11-06 22:38:08.645,-466019,-833288,-917059,-580190,-726879,-630542,-668807,-754408,65753,0,65710,36
 24-11-06 22:38:08.646,-465894,-832896,-916601,-579657,-726436,-630256,-668064,-753945,65754,0,65710,36
 24-11-06 22:38:08.647,-465983,-832651,-916332,-579464,-726344,-630421,-667627,-753782,65755,0,65710,36
 24-11-06 22:38:08.648,-465957,-832527,-916044,-579321,-726212,-630315,-667337,-753641,65756,0,65710,36
 24-11-06 22:38:08.650,-465791,-832486,-915931,-579191,-725997,-629932,-667227,-753484,65757,0,65710,36
 24-11-06 22:38:08.650,-465706,-832457,-915960,-579065,-725977,-629822,-667181,-753439,65758,0,65710,36
 24-11-06 22:38:08.651,-465844,-832527,-916098,-579207,-726209,-630337,-667290,-753654,65759,0,65710,36
 24-11-06 22:38:08.653,-465786,-832603,-916267,-579582,-726839,-631460,-667514,-753623,65760,0,65710,36
 24-11-06 22:38:08.653,-465333,-832656,-916364,-579866,-727548,-631896,-667588,-753333,65761,0,65710,36
 24-11-06 22:38:08.654,-465359,-832554,-916267,-579893,-726973,-631176,-667241,-753590,65762,0,65710,36
 24-11-06 22:38:08.655,-465843,-832404,-916197,-579876,-726204,-630384,-667272,-754408,65763,0,65710,36
 24-11-06 22:38:08.656,-466157,-832559,-916557,-580092,-726174,-630139,-668111,-755082,65764,0,65710,36
 24-11-06 22:38:08.658,-466094,-832732,-916854,-580235,-726366,-630251,-668577,-755208,65765,0,65710,36
 24-11-06 22:38:08.658,-466213,-832890,-917129,-580516,-726976,-630812,-669077,-755416,65766,0,65710,36
 24-11-06 22:38:08.659,-466462,-833170,-917479,-580852,-727635,-631382,-669812,-755567,65767,0,65710,36
 24-11-06 22:38:08.664,-466575,-833498,-917799,-581081,-728119,-631578,-670504,-755601,65768,0,65710,36
 24-11-06 22:38:08.664,-466613,-833881,-917994,-581105,-728151,-631656,-670699,-755487,65769,0,65710,36
 24-11-06 22:38:08.664,-466620,-834242,-918016,-580894,-727978,-631617,-670488,-755395,65770,0,65710,36
 24-11-06 22:38:08.664,-466630,-834226,-917952,-580780,-727995,-631528,-670260,-755338,65771,0,65710,36
 24-11-06 22:38:08.665,-466509,-833560,-917487,-580419,-727515,-631085,-669524,-755027,65772,0,65710,36
 24-11-06 22:38:08.666,-466336,-833216,-917015,-580071,-727052,-630762,-668744,-754541,65773,0,65710,36
 24-11-06 22:38:08.666,-466221,-833024,-916641,-579726,-726789,-630536,-668154,-754087,65774,0,65710,36
 24-11-06 22:38:08.667,-466142,-832999,-916484,-579486,-726707,-630362,-667749,-753928,65775,0,65710,36
 24-11-06 22:38:08.669,-466207,-832855,-916301,-579379,-726761,-630589,-667439,-753847,65776,0,65710,36
 24-11-06 22:38:08.669,-466217,-832859,-916241,-579366,-726683,-630520,-667607,-753792,65777,0,65710,36
 24-11-06 22:38:08.670,-466046,-832861,-916132,-579271,-726284,-630103,-667726,-753594,65778,0,65710,36
 24-11-06 22:38:08.671,-465804,-832852,-916061,-579189,-725899,-629764,-667507,-753536,65779,0,65710,36
 24-11-06 22:38:08.671,-465690,-832916,-916197,-579319,-725897,-629670,-667604,-753630,65780,0,65710,36
 24-11-06 22:38:08.673,-465778,-833049,-916456,-579584,-726295,-629867,-668039,-753852,65781,0,65710,36
 24-11-06 22:38:08.673,-465947,-833110,-916625,-579867,-726597,-630174,-668461,-754101,65782,0,65710,36
 24-11-06 22:38:08.674,-466837,-833353,-917079,-580518,-727694,-631698,-669511,-754988,65783,0,65710,36
 24-11-06 22:38:08.676,-467224,-833797,-917605,-581019,-728161,-632277,-670331,-755604,65784,0,65710,36
 24-11-06 22:38:08.676,-466798,-833941,-917787,-581037,-727819,-631614,-670342,-755481,65785,0,65710,36
 24-11-06 22:38:08.677,-466484,-834187,-918026,-581082,-727755,-631404,-670538,-755483,65786,0,65710,36
 24-11-06 22:38:08.678,-466336,-834246,-918036,-581043,-727666,-631363,-670673,-755432,65787,0,65710,36
 24-11-06 22:38:08.679,-466314,-834070,-917997,-581001,-727767,-631440,-670558,-755389,65788,0,65710,36
 24-11-06 22:38:08.681,-466321,-833847,-917918,-580908,-728011,-631414,-670192,-755277,65789,0,65710,36
 24-11-06 22:38:08.681,-466294,-833698,-917656,-580749,-728165,-631457,-669712,-755137,65790,0,65710,36
 24-11-06 22:38:08.682,-466287,-833602,-917491,-580610,-728172,-631511,-669531,-755006,65791,0,65710,36
 24-11-06 22:38:08.684,-466252,-833526,-917305,-580393,-727898,-631299,-669346,-754815,65792,0,65710,36
 24-11-06 22:38:08.684,-466186,-833367,-917012,-579961,-727352,-631025,-668789,-754516,65793,0,65710,36
 24-11-06 22:38:08.685,-466232,-833101,-916732,-579551,-727041,-630924,-668336,-754200,65794,0,65710,36
 24-11-06 22:38:08.686,-466226,-832867,-916422,-579307,-726846,-630854,-668012,-754059,65795,0,65710,36
 24-11-06 22:38:08.687,-466151,-832851,-916294,-579206,-726814,-630827,-667937,-753896,65796,0,65710,36
 24-11-06 22:38:08.691,-466209,-832991,-916341,-579189,-726869,-630982,-668016,-753927,65797,0,65710,36
 24-11-06 22:38:08.691,-466206,-832916,-916295,-579176,-726752,-630990,-667836,-753970,65798,0,65710,36
 24-11-06 22:38:08.692,-466195,-832946,-916335,-579243,-726823,-630983,-668010,-754056,65799,0,65710,36
 24-11-06 22:38:08.692,-466097,-833015,-916534,-579411,-726844,-630879,-668209,-754064,65800,0,65710,36
 24-11-06 22:38:08.692,-465971,-833058,-916738,-579540,-726901,-630830,-668406,-754092,65801,0,65710,36
 24-11-06 22:38:08.693,-466104,-833207,-916988,-579809,-727204,-631130,-668858,-754364,65802,0,65710,36
 24-11-06 22:38:08.694,-466156,-833375,-917286,-580152,-727411,-631260,-669340,-754692,65803,0,65710,36
 24-11-06 22:38:08.695,-466149,-833566,-917576,-580423,-727592,-631209,-669847,-754942,65804,0,65710,36
 24-11-06 22:38:08.697,-466211,-833757,-917738,-580594,-727774,-631331,-670149,-755162,65805,0,65710,36
 24-11-06 22:38:08.697,-466421,-834257,-918086,-580894,-728056,-631646,-670587,-755489,65806,0,65710,36
 24-11-06 22:38:08.698,-466312,-833983,-918047,-580872,-727932,-631429,-670437,-755477,65807,0,65710,36
 24-11-06 22:38:08.700,-466014,-833512,-917729,-580697,-727677,-630959,-670183,-755298,65808,0,65710,36
 24-11-06 22:38:08.700,-465961,-833402,-917571,-580612,-727705,-630896,-670047,-755217,65809,0,65710,36
 24-11-06 22:38:08.701,-465995,-833228,-917358,-580387,-727599,-630903,-669590,-755056,65810,0,65710,36
 24-11-06 22:38:08.702,-465819,-832946,-917031,-580035,-727221,-630526,-669012,-754741,65811,0,65710,36
 24-11-06 22:38:08.703,-465829,-832800,-916731,-579938,-727183,-630672,-668694,-754534,65812,0,65710,36
 24-11-06 22:38:08.705,-465997,-832734,-916523,-579758,-727248,-630967,-668297,-754424,65813,0,65710,36
 24-11-06 22:38:08.705,-465816,-832624,-916227,-579381,-726854,-630628,-667673,-754006,65814,0,65710,36
 24-11-06 22:38:08.706,-465627,-832389,-915957,-579111,-726343,-630184,-667064,-753679,65815,0,65710,36
 24-11-06 22:38:08.708,-465617,-832155,-915792,-578939,-726133,-630147,-666713,-753518,65816,0,65710,36
 24-11-06 22:38:08.708,-465667,-832197,-915776,-579031,-726194,-630301,-666871,-753531,65817,0,65710,36
 24-11-06 22:38:08.710,-465815,-832200,-915746,-579124,-726234,-630464,-667037,-753565,65818,0,65710,36
 24-11-06 22:38:08.710,-465963,-832056,-915675,-579128,-726174,-630656,-666808,-753634,65819,0,65710,36
 24-11-06 22:38:08.711,-465986,-832066,-915816,-579308,-726361,-630666,-667027,-753834,65820,0,65710,36
 24-11-06 22:38:08.713,-465934,-832141,-916011,-579546,-726532,-630528,-667411,-753971,65821,0,65710,36
 24-11-06 22:38:08.713,-465819,-832298,-916247,-579722,-726735,-630407,-668086,-754154,65822,0,65710,36
 24-11-06 22:38:08.714,-465806,-832643,-916633,-579981,-726840,-630551,-668716,-754426,65823,0,65710,36
 24-11-06 22:38:08.720,-465764,-832854,-917011,-580351,-727096,-630819,-669116,-754777,65824,0,65710,36
 24-11-06 22:38:08.720,-465841,-832841,-917240,-580607,-727352,-630797,-669278,-754974,65825,0,65710,36
 24-11-06 22:38:08.720,-465916,-832797,-917419,-580706,-727334,-630747,-669387,-755097,65826,0,65710,36
 24-11-06 22:38:08.720,-465842,-832745,-917357,-580581,-727079,-630614,-669249,-755052,65827,0,65710,36
 24-11-06 22:38:08.721,-465799,-832820,-917254,-580538,-726915,-630532,-669207,-754984,65828,0,65710,36
 24-11-06 22:38:08.721,-465723,-832889,-917225,-580497,-726817,-630393,-669110,-754871,65829,0,65710,36
 24-11-06 22:38:08.721,-465626,-832770,-917061,-580306,-726600,-630229,-668721,-754550,65830,0,65710,36
 24-11-06 22:38:08.722,-465539,-832639,-916922,-580144,-726502,-630121,-668541,-754327,65831,0,65710,36
 24-11-06 22:38:08.725,-465431,-832612,-916806,-580069,-726602,-629991,-668572,-754067,65832,0,65710,36
 24-11-06 22:38:08.725,-465456,-832453,-916484,-579822,-726373,-629882,-668082,-753774,65833,0,65710,36
 24-11-06 22:38:08.726,-465716,-832211,-916076,-579527,-726128,-629942,-667401,-753547,65834,0,65710,36
 24-11-06 22:38:08.727,-465999,-831924,-915811,-579354,-725980,-630112,-666824,-753518,65835,0,65710,36
 24-11-06 22:38:08.728,-466134,-831846,-915653,-579237,-726062,-630389,-666587,-753546,65836,0,65710,36
 24-11-06 22:38:08.730,-465993,-831842,-915625,-579271,-726293,-630532,-666674,-753525,65837,0,65710,36
 24-11-06 22:38:08.730,-465906,-831707,-915556,-579278,-726507,-630747,-666619,-753442,65838,0,65710,36
 24-11-06 22:38:08.731,-465784,-831691,-915559,-579276,-726409,-630597,-666639,-753417,65839,0,65710,36
 24-11-06 22:38:08.733,-465619,-831656,-915602,-579372,-726175,-630258,-666797,-753419,65840,0,65710,36
 24-11-06 22:38:08.734,-465582,-831880,-916002,-579570,-726368,-630187,-667625,-753579,65841,0,65710,36
 24-11-06 22:38:08.734,-465672,-832174,-916366,-579792,-726589,-630284,-668262,-753811,65842,0,65710,36
